,type,id,accountId,date,description,amount,status,matchState,isReviewed,etag,isExpense,isPending,discretionaryType,isLinkedToRule,transactionReviewState,lastUpdatedDate,accountRef.id,accountRef.name,accountRef.type,accountRef.hiddenFromPlanningAndTrends,category.id,category.name,category.categoryType,category.parentId,category.parentName,fiData.date,fiData.amount,fiData.description,fiData.inferredDescription,fiData.inferredCategory.id,fiData.inferredCategory.name,merchantId,fiData.id,isDuplicate,checkNumber
786,CashAndCreditTransaction,27706482_2394690760_0,27706482_12233734,2022-01-30,Medical january,-184.3,POSTED,NOT_MATCHED,False,1643643101000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-01-31T15:31:41Z,12233734,Venmo,BankAccount,False,27706482_5,Health & Fitness,EXPENSE,27706482_0,Root,2022-01-30,-184.3,Medical january,Medical january,27706482_5,Health & Fitness,,,,
787,CashAndCreditTransaction,27706482_2394476507_0,27706482_10373396,2022-01-30,Requested transfer to ALLY BANK Interest Checking account XX,-1380.0,POSTED,NOT_MATCHED,False,1643541508000,True,False,NONE,False,UNREVIEWED,2022-01-30T11:18:28Z,10373396,Master Savings Account,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-01-30,-1380.0,Requested transfer to ALLY BANK Interest Checking account XX,Requested transfer to ALLY BANK Interest Checking account XX,27706482_21,Transfer,,,,
788,CashAndCreditTransaction,27706482_2394476505_0,27706482_11683859,2022-01-30,Requested transfer from ALLY BANK Online Savings account XXX,1380.0,POSTED,NOT_MATCHED,False,1643541508000,False,False,NONE,False,UNREVIEWED,2022-01-30T11:18:28Z,11683859,Interest Checking,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-01-30,1380.0,Requested transfer from ALLY BANK Online Savings account XXX,Requested transfer from ALLY BANK Online Savings account XXX,27706482_21,Transfer,,,,
789,CashAndCreditTransaction,27706482_2394690762_0,27706482_12233734,2022-01-29,January utilities,-154.26,POSTED,NOT_MATCHED,False,1643643101000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-01-31T15:31:41Z,12233734,Venmo,BankAccount,False,27706482_1306,Utilities,EXPENSE,27706482_13,Bills & Utilities,2022-01-29,-154.26,January utilities,January utilities,27706482_1306,Utilities,,,,
790,CashAndCreditTransaction,27706482_2394690761_0,27706482_12233734,2022-01-29,February rent,-580.0,POSTED,NOT_MATCHED,False,1643643101000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-01-31T15:31:41Z,12233734,Venmo,BankAccount,False,27706482_1207,Mortgage & Rent,EXPENSE,27706482_12,Home,2022-01-29,-580.0,February rent,February rent,27706482_1207,Mortgage & Rent,,,,
791,CashAndCreditTransaction,27706482_2394476506_0,27706482_10373396,2022-01-28,FIDELITY EMP SVC THEFRED,3342.59,POSTED,NOT_MATCHED,False,1643541508000,False,False,NONE,False,UNREVIEWED,2022-01-30T11:18:28Z,10373396,Master Savings Account,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-01-28,3342.59,FIDELITY EMP SVC THEFRED,FIDELITY EMP SVC THEFRED,27706482_21,Transfer,,,,
792,CashAndCreditTransaction,27706482_2394221992_0,27706482_12591350,2022-01-28,ACT*Motiv Sports US 800-6634991 TX,-57.61,POSTED,NOT_MATCHED,False,1643643097000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-01-31T15:31:37Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_1,Entertainment,EXPENSE,27706482_0,Root,2022-01-28,-57.61,ACT*Motiv Sports US      800-6634991  TX,ACT*Motiv Sports US 800-6634991 TX,27706482_1,Entertainment,,006116458360020220119202201280001045457,,
793,CashAndCreditTransaction,27706482_2394221991_0,27706482_12591350,2022-01-27,Instacart,-180.77,POSTED,NOT_MATCHED,False,1643643097000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-01-31T15:31:37Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_701,Groceries,EXPENSE,27706482_7,Food & Dining,2022-01-27,-180.77,INSTACART*ALDI           HTTPSINSTACARCA,Instacart,27706482_701,Groceries,13428.0,006116458360020220119202201270001040340,,
794,CashAndCreditTransaction,27706482_2394221993_0,27706482_12591350,2022-01-26,Wawa,-42.51,POSTED,NOT_MATCHED,False,1643643097000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-01-31T15:31:37Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_706,Fast Food,EXPENSE,27706482_7,Food & Dining,2022-01-26,-42.51,WAWA 8057     00080572   HUNTINGDON VAPA,Wawa,27706482_706,Fast Food,10061.0,006116458360020220119202201260001035266,,
795,CashAndCreditTransaction,27706482_2393409833_0,27706482_12591350,2022-01-24,Etsy.com,-26.19,POSTED,NOT_MATCHED,False,1643362953000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-01-28T09:42:33Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_201,Clothing,EXPENSE,27706482_2,Shopping,2022-01-24,-26.19,Etsy.com - Fivestarvintag718-8557955  NY,Etsy.com,27706482_201,Clothing,13093.0,006116458360020220119202201240001046327,,
796,CashAndCreditTransaction,27706482_2392419334_0,27706482_12591350,2022-01-21,Scribd Inc 415-2336230 CA,-10.79,POSTED,NOT_MATCHED,False,1642999765000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-01-24T04:49:25Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_1,Entertainment,EXPENSE,27706482_0,Root,2022-01-21,-10.79,Scribd Inc               415-2336230  CA,Scribd Inc 415-2336230 CA,27706482_1,Entertainment,,006116458360020220119202201210001045215,,
797,CashAndCreditTransaction,27706482_2392419337_0,27706482_12591350,2022-01-20,Starbucks,-1.9,POSTED,NOT_MATCHED,False,1642999765000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-01-24T04:49:25Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_704,Coffee Shops,EXPENSE,27706482_7,Food & Dining,2022-01-20,-1.9,STARBUCKS STORE 28256    PHILADELPHIA PA,Starbucks,27706482_704,Coffee Shops,4002.0,006116458360020220119202201200001046688,,
798,CashAndCreditTransaction,27706482_2392419336_0,27706482_12591350,2022-01-20,LinkedIn,-21.6,POSTED,NOT_MATCHED,False,1642999765000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-01-24T04:49:25Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_17,Business Services,EXPENSE,27706482_0,Root,2022-01-20,-21.6,LinkedIn 7236498503      855-6535653  CA,LinkedIn,27706482_17,Business Services,7305.0,006116458360020220119202201200001046888,,
799,CashAndCreditTransaction,27706482_2392419335_0,27706482_12591350,2022-01-20,Acme,-15.61,POSTED,NOT_MATCHED,False,1642999765000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-01-24T04:49:25Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_701,Groceries,EXPENSE,27706482_7,Food & Dining,2022-01-20,-15.61,ACME #2397               PHILADELPHIA PA,Acme,27706482_701,Groceries,4005.0,006116458360020220119202201200001046788,,
800,CashAndCreditTransaction,27706482_2392603961_0,27706482_10373396,2022-01-18,Vanguard,-500.0,POSTED,NOT_MATCHED,False,1642901790000,True,False,NONE,False,UNREVIEWED,2022-01-23T01:36:30Z,10373396,Master Savings Account,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-01-18,-500.0,VANGUARD BUY INVESTMENT,Vanguard,27706482_21,Transfer,10106.0,,,
801,CashAndCreditTransaction,27706482_2391133615_0,27706482_12591350,2022-01-17,AliExpress,-21.5,POSTED,NOT_MATCHED,True,1645601254000,True,False,DISCRETIONARY,False,REVIEWED,2022-02-23T07:27:34Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_204,Electronics & Software,EXPENSE,27706482_2,Shopping,2022-01-17,-21.5,aliexpress               114-087855580CA,AliExpress,27706482_2,Shopping,13092.0,006116458360020211219202201170000009405,,
802,CashAndCreditTransaction,27706482_2390610837_0,27706482_11882192,2022-01-15,Interest Paid,3.86,POSTED,NOT_MATCHED,False,1642312481000,False,False,NONE,False,UNREVIEWED,2022-01-16T05:54:41Z,11882192,Emergency Fund,BankAccount,False,27706482_3005,Interest Income,INCOME,27706482_30,Income,2022-01-15,3.86,Interest Paid,Interest Paid,27706482_3005,Interest Income,,,,
803,CashAndCreditTransaction,27706482_2390610836_0,27706482_12552193,2022-01-15,Interest Paid,0.42,POSTED,NOT_MATCHED,False,1642312481000,False,False,NONE,False,UNREVIEWED,2022-01-16T05:54:41Z,12552193,Travel Fund,BankAccount,False,27706482_3005,Interest Income,INCOME,27706482_30,Income,2022-01-15,0.42,Interest Paid,Interest Paid,27706482_3005,Interest Income,,,,
804,CashAndCreditTransaction,27706482_2390610835_0,27706482_11683859,2022-01-15,Interest Paid,0.04,POSTED,NOT_MATCHED,False,1642312481000,False,False,NONE,False,UNREVIEWED,2022-01-16T05:54:41Z,11683859,Interest Checking,BankAccount,False,27706482_3005,Interest Income,INCOME,27706482_30,Income,2022-01-15,0.04,Interest Paid,Interest Paid,27706482_3005,Interest Income,,,,
805,CashAndCreditTransaction,27706482_2390610834_0,27706482_11959557,2022-01-15,Interest Paid,0.07,POSTED,NOT_MATCHED,False,1642312481000,False,False,NONE,False,UNREVIEWED,2022-01-16T05:54:41Z,11959557,Giving Fund,BankAccount,False,27706482_3005,Interest Income,INCOME,27706482_30,Income,2022-01-15,0.07,Interest Paid,Interest Paid,27706482_3005,Interest Income,,,,
806,CashAndCreditTransaction,27706482_2390610833_0,27706482_10373396,2022-01-15,Interest Paid,0.72,POSTED,NOT_MATCHED,False,1642312481000,False,False,NONE,False,UNREVIEWED,2022-01-16T05:54:41Z,10373396,Master Savings Account,BankAccount,False,27706482_3005,Interest Income,INCOME,27706482_30,Income,2022-01-15,0.72,Interest Paid,Interest Paid,27706482_3005,Interest Income,,,,
807,CashAndCreditTransaction,27706482_2390610832_0,27706482_10764394,2022-01-15,Interest Paid,0.25,POSTED,NOT_MATCHED,False,1642312481000,False,False,NONE,False,UNREVIEWED,2022-01-16T05:54:41Z,10764394,Money Market Savings,BankAccount,False,27706482_3005,Interest Income,INCOME,27706482_30,Income,2022-01-15,0.25,Interest Paid,Interest Paid,27706482_3005,Interest Income,,,,
808,CashAndCreditTransaction,27706482_2392894021_0,27706482_12233734,2022-01-13,Space Heater,102.59,POSTED,NOT_MATCHED,True,1645927630000,False,False,DISCRETIONARY,False,REVIEWED,2022-02-27T02:07:10Z,12233734,Venmo,BankAccount,False,27706482_1201,Furnishings,EXPENSE,27706482_12,Home,2022-01-13,102.59,Space heater,Space Heater,27706482_1303,Internet,,,,
809,CashAndCreditTransaction,27706482_2390049177_0,27706482_12591350,2022-01-12,KFC,-15.89,POSTED,NOT_MATCHED,False,1642300736000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-01-16T02:38:56Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_706,Fast Food,EXPENSE,27706482_7,Food & Dining,2022-01-12,-15.89,KFC K071079              WYNCOTE      PA,KFC,27706482_706,Fast Food,3013.0,006116458360020211219202201120001043370,,
810,CashAndCreditTransaction,27706482_2389710959_0,27706482_10764394,2022-01-12,Internet transfer from Online Savings account,1500.0,POSTED,NOT_MATCHED,False,1642016542000,False,False,NONE,False,UNREVIEWED,2022-01-12T19:42:22Z,10764394,Money Market Savings,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-01-12,1500.0,Internet transfer from Online Savings account XXXXXX1441,Internet transfer from Online Savings account,27706482_21,Transfer,,,,
811,CashAndCreditTransaction,27706482_2389710958_0,27706482_10764394,2022-01-12,BK OF AMER VISA ONLINE payment,-1177.89,POSTED,NOT_MATCHED,False,1642016542000,True,False,NONE,False,UNREVIEWED,2022-01-12T19:42:22Z,10764394,Money Market Savings,BankAccount,False,27706482_2101,Credit Card Payment,NO_CATEGORY,27706482_21,Transfer,2022-01-12,-1177.89,BK OF AMER VISA ONLINE PMT,BK OF AMER VISA ONLINE payment,27706482_2101,Credit Card Payment,,,,
812,CashAndCreditTransaction,27706482_2389710956_0,27706482_10373396,2022-01-12,Internet transfer to Money Market Savings account,-1500.0,POSTED,NOT_MATCHED,False,1642016542000,True,False,NONE,False,UNREVIEWED,2022-01-12T19:42:22Z,10373396,Master Savings Account,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-01-12,-1500.0,Internet transfer to Money Market Savings account XXXXXX8167,Internet transfer to Money Market Savings account,27706482_21,Transfer,,,,
813,CashAndCreditTransaction,27706482_2389710939_0,27706482_12591350,2022-01-11,Lowe's Space Heater,-102.59,POSTED,NOT_MATCHED,True,1644998100000,True,False,DISCRETIONARY,False,REVIEWED,2022-02-16T07:55:00Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_1201,Furnishings,EXPENSE,27706482_12,Home,2022-01-11,-102.59,LOWES #02378*            PHILADELPHIA PA,Lowe's,27706482_1203,Home Improvement,1025.0,006116458360020211219202201110001049451,,
814,CashAndCreditTransaction,27706482_2389454539_0,27706482_11683859,2022-01-11,Venmo,-176.22,POSTED,NOT_MATCHED,False,1645092738000,True,False,NONE,False,UNREVIEWED,2022-02-17T10:12:18Z,11683859,Interest Checking,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-01-11,-176.22,VENMO PAYMENT,Venmo,27706482_21,Transfer,13107.0,,True,
815,CashAndCreditTransaction,27706482_2389710953_0,27706482_12233734,2022-01-10,December insurance,-176.22,POSTED,NOT_MATCHED,True,1645927630000,True,False,NON_DISCRETIONARY,False,REVIEWED,2022-02-27T02:07:10Z,12233734,Venmo,BankAccount,False,27706482_506,Health Insurance,EXPENSE,27706482_5,Health & Fitness,2022-01-10,-176.22,December insurance,December insurance,27706482_11,Financial,,,,
816,CashAndCreditTransaction,27706482_2389411279_0,27706482_12591350,2022-01-10,YouTubePremium g.co/helppay#CA,-12.95,POSTED,NOT_MATCHED,True,1644933146000,True,False,DISCRETIONARY,False,REVIEWED,2022-02-15T13:52:26Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_1,Entertainment,EXPENSE,27706482_0,Root,2022-01-10,-12.95,GOOGLE *YouTubePremium   g.co/helppay#CA,YouTubePremium g.co/helppay#CA,27706482_1301,Television,,006116458360020211219202201100000014359,,
817,CashAndCreditTransaction,27706482_2389411277_0,27706482_12591350,2022-01-10,BA ELECTRONIC PAYMENT,1177.89,POSTED,NOT_MATCHED,False,1642016534000,False,False,NONE,False,UNREVIEWED,2022-01-12T19:42:14Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_2101,Credit Card Payment,NO_CATEGORY,27706482_21,Transfer,2022-01-10,1177.89,BA ELECTRONIC PAYMENT,BA ELECTRONIC PAYMENT,27706482_2101,Credit Card Payment,,006116458360020211219202201100001959115,,
818,CashAndCreditTransaction,27706482_2387939909_0,27706482_12591350,2022-01-06,"Philly Foodworks, LLC",-100.0,POSTED,NOT_MATCHED,False,1641644737000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-01-08T12:25:37Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_701,Groceries,EXPENSE,27706482_7,Food & Dining,2022-01-06,-100.0,PHILLY FOODWORKS         215-221-6245 PA,"Philly Foodworks, LLC",27706482_701,Groceries,1004807919.0,006116458360020211219202201060001038676,,
819,CashAndCreditTransaction,27706482_2388344875_0,27706482_12233734,2022-01-04,COVID test,-17.0,POSTED,NOT_MATCHED,True,1645927630000,True,False,NON_DISCRETIONARY,False,REVIEWED,2022-02-27T02:07:10Z,12233734,Venmo,BankAccount,False,27706482_505,Pharmacy,EXPENSE,27706482_5,Health & Fitness,2022-01-04,-17.0,COVID test,COVID test,27706482_707,Restaurants,,,,
820,CashAndCreditTransaction,27706482_2387148489_0,27706482_11959557,2022-01-04,FIDELITY CHARITA FIDELITY C,-473.38,POSTED,NOT_MATCHED,True,1644820365000,True,False,DISCRETIONARY,False,REVIEWED,2022-02-14T06:32:45Z,11959557,Giving Fund,BankAccount,False,27706482_802,Charity,EXPENSE,27706482_8,Gifts & Donations,2022-01-04,-473.38,FIDELITY CHARITA FIDELITY C,FIDELITY CHARITA FIDELITY C,27706482_21,Transfer,,,,
821,CashAndCreditTransaction,27706482_2386817930_0,27706482_12591350,2022-01-03,BP,-42.01,POSTED,NOT_MATCHED,False,1641438100000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-01-06T03:01:40Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_1401,Gas & Fuel,EXPENSE,27706482_14,Auto & Transport,2022-01-03,-42.01,BP#1956507PARAMUS BP LLC PARAMUS      NJ,BP,27706482_1401,Gas & Fuel,5006.0,006116458360020211219202201030001055589,,
822,CashAndCreditTransaction,27706482_2386204020_0,27706482_11959557,2022-01-01,Requested transfer from ALLY BANK Interest Checking account,500.0,POSTED,NOT_MATCHED,False,1641213370000,False,False,NONE,False,UNREVIEWED,2022-01-03T12:36:10Z,11959557,Giving Fund,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-01-01,500.0,Requested transfer from ALLY BANK Interest Checking account,Requested transfer from ALLY BANK Interest Checking account,27706482_21,Transfer,,,,
823,CashAndCreditTransaction,27706482_2386204017_0,27706482_11683859,2022-01-01,Requested transfer to ALLY BANK Online Savings account,-500.0,POSTED,NOT_MATCHED,False,1641109845000,True,False,NONE,False,UNREVIEWED,2022-01-02T07:50:45Z,11683859,Interest Checking,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-01-01,-500.0,Requested transfer to ALLY BANK Online Savings account XXXXX,Requested transfer to ALLY BANK Online Savings account,27706482_21,Transfer,,,,
824,CashAndCreditTransaction,27706482_2386204016_0,27706482_11683859,2022-01-01,Requested transfer to ALLY BANK Online Savings account,-200.0,POSTED,NOT_MATCHED,False,1641109845000,True,False,NONE,False,UNREVIEWED,2022-01-02T07:50:45Z,11683859,Interest Checking,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-01-01,-200.0,Requested transfer to ALLY BANK Online Savings account XXXXX,Requested transfer to ALLY BANK Online Savings account,27706482_21,Transfer,,,,
825,CashAndCreditTransaction,27706482_2386204015_0,27706482_12552193,2022-01-01,Requested transfer from ALLY BANK Interest Checking account,200.0,POSTED,NOT_MATCHED,False,1641213370000,False,False,NONE,False,UNREVIEWED,2022-01-03T12:36:10Z,12552193,Travel Fund,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2022-01-01,200.0,Requested transfer from ALLY BANK Interest Checking account,Requested transfer from ALLY BANK Interest Checking account,27706482_21,Transfer,,,,
826,CashAndCreditTransaction,27706482_2386130982_0,27706482_12591350,2021-12-31,McDonald's,-3.41,POSTED,NOT_MATCHED,False,1641185305000,True,False,DISCRETIONARY,False,UNREVIEWED,2022-01-03T04:48:25Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_706,Fast Food,EXPENSE,27706482_7,Food & Dining,2021-12-31,-3.41,MCDONALD'S F10985        MALTA        NY,McDonald's,27706482_706,Fast Food,3015.0,006116458360020211219202112310001041214,,
827,CashAndCreditTransaction,27706482_2386130992_0,27706482_12591350,2021-12-30,Sunoco,-34.51,POSTED,NOT_MATCHED,False,1641185305000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-01-03T04:48:25Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_1401,Gas & Fuel,EXPENSE,27706482_14,Auto & Transport,2021-12-30,-34.51,SUNOCO 0587018302        PLATTEKILL   NY,Sunoco,27706482_1401,Gas & Fuel,5035.0,006116458360020211219202112300001042501,,
828,CashAndCreditTransaction,27706482_2386130991_0,27706482_12591350,2021-12-30,Steam Purchase 425-9522985 WA,-8.63,POSTED,NOT_MATCHED,True,1644034512000,True,False,DISCRETIONARY,False,REVIEWED,2022-02-05T04:15:12Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_1,Entertainment,EXPENSE,27706482_0,Root,2021-12-30,-8.63,Steam Purchase           425-9522985  WA,Steam Purchase 425-9522985 WA,27706482_204,Electronics & Software,,006116458360020211219202112300001042301,,
829,CashAndCreditTransaction,27706482_2386130989_0,27706482_12591350,2021-12-30,Steam Purchase 425-9522985 WA,-9.71,POSTED,NOT_MATCHED,True,1644034512000,True,False,DISCRETIONARY,False,REVIEWED,2022-02-05T04:15:12Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_1,Entertainment,EXPENSE,27706482_0,Root,2021-12-30,-9.71,Steam Purchase           425-9522985  WA,Steam Purchase 425-9522985 WA,27706482_204,Electronics & Software,,006116458360020211219202112300001042401,,
830,CashAndCreditTransaction,27706482_2386130987_0,27706482_12591350,2021-12-30,COVID Tests - Amazon,-76.24,POSTED,NOT_MATCHED,True,1644034512000,True,False,NON_DISCRETIONARY,False,REVIEWED,2022-02-05T04:15:12Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_505,Pharmacy,EXPENSE,27706482_5,Health & Fitness,2021-12-30,-76.24,AMZN Mktp US*TB5ML33A3   Amzn.com/billWA,Amazon,27706482_2,Shopping,7218.0,006116458360020211219202112300001042101,,
831,CashAndCreditTransaction,27706482_2386130985_0,27706482_12591350,2021-12-30,Steam Purchase 425-9522985 WA,-5.39,POSTED,NOT_MATCHED,True,1644034512000,True,False,DISCRETIONARY,False,REVIEWED,2022-02-05T04:15:12Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_1,Entertainment,EXPENSE,27706482_0,Root,2021-12-30,-5.39,Steam Purchase           425-9522985  WA,Steam Purchase 425-9522985 WA,27706482_204,Electronics & Software,,006116458360020211219202112300001042201,,
832,CashAndCreditTransaction,27706482_2385426608_0,27706482_11683859,2021-12-30,Requested transfer from ALLY BANK Online Savings account XXX,1380.0,POSTED,NOT_MATCHED,False,1640926371000,False,False,NONE,False,UNREVIEWED,2021-12-31T04:52:51Z,11683859,Interest Checking,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2021-12-30,1380.0,Requested transfer from ALLY BANK Online Savings account XXX,Requested transfer from ALLY BANK Online Savings account XXX,27706482_21,Transfer,,,,
833,CashAndCreditTransaction,27706482_2385426607_0,27706482_11683859,2021-12-30,Venmo,-99.35,POSTED,NOT_MATCHED,False,1644048163000,True,False,NONE,False,UNREVIEWED,2022-02-05T08:02:43Z,11683859,Interest Checking,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2021-12-30,-99.35,VENMO PAYMENT,Venmo,27706482_21,Transfer,13107.0,,True,
834,CashAndCreditTransaction,27706482_2385426606_0,27706482_11683859,2021-12-30,Venmo,-176.22,POSTED,NOT_MATCHED,False,1644048163000,True,False,NONE,False,UNREVIEWED,2022-02-05T08:02:43Z,11683859,Interest Checking,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2021-12-30,-176.22,VENMO PAYMENT,Venmo,27706482_21,Transfer,13107.0,,True,
835,CashAndCreditTransaction,27706482_2385426604_0,27706482_11683859,2021-12-30,Venmo,-580.0,POSTED,NOT_MATCHED,False,1644048163000,True,False,NONE,False,UNREVIEWED,2022-02-05T08:02:43Z,11683859,Interest Checking,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2021-12-30,-580.0,VENMO PAYMENT,Venmo,27706482_21,Transfer,13107.0,,True,
836,CashAndCreditTransaction,27706482_2385426600_0,27706482_10373396,2021-12-30,Requested transfer to ALLY BANK Interest Checking account XX,-1380.0,POSTED,NOT_MATCHED,False,1640926371000,True,False,NONE,False,UNREVIEWED,2021-12-31T04:52:51Z,10373396,Master Savings Account,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2021-12-30,-1380.0,Requested transfer to ALLY BANK Interest Checking account XX,Requested transfer to ALLY BANK Interest Checking account XX,27706482_21,Transfer,,,,
837,CashAndCreditTransaction,27706482_2385426599_0,27706482_10373396,2021-12-30,FIDELITY EMP SVC THEFRED~ Future Amount: 3324.32 ~ Tran: DDI,3324.32,POSTED,NOT_MATCHED,False,1640926371000,False,False,NONE,False,UNREVIEWED,2021-12-31T04:52:51Z,10373396,Master Savings Account,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2021-12-30,3324.32,FIDELITY EMP SVC THEFRED~ Future Amount: 3324.32 ~ Tran: DDI,FIDELITY EMP SVC THEFRED~ Future Amount: 3324.32 ~ Tran: DDI,27706482_21,Transfer,,,,
838,CashAndCreditTransaction,27706482_2386518800_0,27706482_12233734,2021-12-29,1230 S 47th St - January 2022 Rent,-580.0,POSTED,NOT_MATCHED,False,1641213373000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-01-03T12:36:13Z,12233734,Venmo,BankAccount,False,27706482_1207,Mortgage & Rent,EXPENSE,27706482_12,Home,2021-12-29,-580.0,1230 S 47th St - January 2022 Rent,1230 S 47th St - January 2022 Rent,27706482_1207,Mortgage & Rent,,,,
839,CashAndCreditTransaction,27706482_2386518799_0,27706482_12233734,2021-12-29,1230 S 47th St - December Utilities,-99.35,POSTED,NOT_MATCHED,False,1641213373000,True,False,NON_DISCRETIONARY,False,UNREVIEWED,2022-01-03T12:36:13Z,12233734,Venmo,BankAccount,False,27706482_1306,Utilities,EXPENSE,27706482_13,Bills & Utilities,2021-12-29,-99.35,1230 S 47th St - December Utilities,1230 S 47th St - December Utilities,27706482_1306,Utilities,,,,
840,CashAndCreditTransaction,27706482_2386518798_0,27706482_12233734,2021-12-29,November insurance,-176.22,POSTED,NOT_MATCHED,True,1645927630000,True,False,NON_DISCRETIONARY,False,REVIEWED,2022-02-27T02:07:10Z,12233734,Venmo,BankAccount,False,27706482_506,Health Insurance,EXPENSE,27706482_5,Health & Fitness,2021-12-29,-176.22,November insurance,November insurance,27706482_1405,Auto Insurance,,,,
841,CashAndCreditTransaction,27706482_2385426605_0,27706482_11683859,2021-12-29,Internet transfer from Online Savings account,500.0,POSTED,NOT_MATCHED,False,1640926371000,False,False,NONE,False,UNREVIEWED,2021-12-31T04:52:51Z,11683859,Interest Checking,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2021-12-29,500.0,Internet transfer from Online Savings account XXXXXX1441,Internet transfer from Online Savings account,27706482_21,Transfer,,,,
842,CashAndCreditTransaction,27706482_2385426601_0,27706482_10373396,2021-12-29,Internet transfer to Interest Checking account,-500.0,POSTED,NOT_MATCHED,False,1640926371000,True,False,NONE,False,UNREVIEWED,2021-12-31T04:52:51Z,10373396,Master Savings Account,BankAccount,False,27706482_21,Transfer,NO_CATEGORY,27706482_0,Root,2021-12-29,-500.0,Internet transfer to Interest Checking account XXXXXX1891,Internet transfer to Interest Checking account,27706482_21,Transfer,,,,
843,CashAndCreditTransaction,27706482_2384858124_0,27706482_12591350,2021-12-28,Steam Games,-2.15,POSTED,NOT_MATCHED,True,1643790414000,True,False,DISCRETIONARY,False,REVIEWED,2022-02-02T08:26:54Z,12591350,Travel Rewards Visa Signature - 4929,CreditAccount,False,27706482_1,Entertainment,EXPENSE,27706482_0,Root,2021-12-28,-2.15,STEAMGAMES.COM 4259522985425-8899642  WA,Steam Games,27706482_1,Entertainment,12859.0,006116458360020211219202112280001041447,,
